Date,KO,PEP
2020-08-27,40.841163635253906,116.94170379638672
2020-08-28,42.196041107177734,118.242919921875
2020-08-31,41.94199752807617,118.34431457519531
2020-09-01,41.59480285644531,117.60920715332031
2020-09-02,43.347679138183594,121.07354736328125
2020-09-03,42.746456146240234,118.60807800292969
2020-09-04,43.220664978027344,118.0889663696289
2020-09-08,42.179100036621094,115.35713195800781
2020-09-09,42.500877380371094,116.68475341796875
2020-09-10,42.339988708496094,114.6848373413086
2020-09-11,43.23760223388672,115.57841491699219
2020-09-14,43.288818359375,116.31031036376953
2020-09-15,43.57905960083008,115.4167251586914
2020-09-16,43.357112884521484,114.8720703125
2020-09-17,43.15222930908203,113.35723876953125
2020-09-18,43.06686782836914,111.88494110107422
2020-09-21,41.905906677246094,111.689208984375
2020-09-22,42.39248275756836,112.46365356445312
2020-09-23,41.15467834472656,111.48494720458984
2020-09-24,41.572975158691406,111.97855377197266
2020-09-25,41.59004592895508,113.65508270263672
2020-09-28,42.06808853149414,117.41664123535156
2020-09-29,41.760780334472656,116.72728729248047
2020-09-30,42.14491653442383,117.95278930664062
2020-10-01,41.982730865478516,119.8250732421875
2020-10-02,42.13637924194336,117.49324035644531
2020-10-05,42.15345764160156,117.3825912475586
2020-10-06,41.77783966064453,115.48479461669922
2020-10-07,42.30712890625,116.59964752197266
2020-10-08,43.07541275024414,117.31453704833984
2020-10-09,43.37419128417969,117.81663513183594
2020-10-12,43.61321258544922,120.9569320678711
2020-10-13,42.870540618896484,122.15687561035156
2020-10-14,42.785160064697266,121.28882598876953
2020-10-15,42.67418670654297,120.36117553710938
2020-10-16,42.70833206176758,120.61651611328125
2020-10-19,42.358333587646484,118.87191009521484
2020-10-20,42.896148681640625,118.89744567871094
2020-10-21,42.67418670654297,118.80382537841797
2020-10-22,43.263214111328125,118.81233978271484
2020-10-23,43.12662887573242,118.76978302001953
2020-10-26,42.512001037597656,117.49324035644531
2020-10-27,42.59735870361328,118.39534759521484
2020-10-28,40.94126892089844,114.1827392578125
2020-10-29,40.992488861083984,114.029541015625
2020-10-30,41.026641845703125,113.43380737304688
2020-11-02,41.50468063354492,115.01673889160156
2020-11-03,42.127838134765625,116.62519836425781
2020-11-04,41.97419357299805,117.322998046875
2020-11-05,42.20467758178711,117.48472595214844
2020-11-06,42.213218688964844,117.76556396484375
2020-11-09,44.87661361694336,117.82511138916016
2020-11-10,46.080265045166016,120.60802459716797
2020-11-11,45.73881530761719,122.4632339477539
2020-11-12,45.25222396850586,122.41217803955078
2020-11-13,45.62783432006836,123.15259552001953
2020-11-16,45.96929931640625,124.04618072509766
2020-11-17,45.824180603027344,123.60364532470703
2020-11-18,44.910770416259766,122.020751953125
2020-11-19,45.35466766357422,121.96966552734375
2020-11-20,44.96199035644531,122.05474853515625
2020-11-23,44.970516204833984,121.71434020996094
2020-11-24,45.4315071105957,122.57386779785156
2020-11-25,45.18392562866211,122.68451690673828
2020-11-27,44.98759078979492,123.05896759033203
2020-11-30,44.393951416015625,122.74407958984375
2020-12-01,44.77250289916992,124.31000518798828
2020-12-02,44.832733154296875,123.07596588134766
2020-12-03,45.4091682434082,123.8071060180664
2020-12-04,46.32973861694336,125.00700378417969
2020-12-07,45.589839935302734,124.59561157226562
2020-12-08,45.75331115722656,124.72417449951172
2020-12-09,45.88236618041992,124.8698959350586
2020-12-10,45.64145278930664,123.99565887451172
2020-12-11,45.899566650390625,124.2527847290039
2020-12-14,45.83074188232422,123.61851501464844
2020-12-15,46.321128845214844,124.08139038085938
2020-12-16,45.65006637573242,124.18423461914062
2020-12-17,45.83074188232422,124.88705444335938
2020-12-18,46.23509979248047,125.93267059326172
2020-12-21,45.43497085571289,124.62132263183594
2020-12-22,45.3919563293457,123.43852996826172
2020-12-23,45.667274475097656,123.77281188964844
2020-12-24,45.976993560791016,124.32990264892578
2020-12-28,46.59644317626953,125.9155502319336
2020-12-29,46.57063293457031,126.35263061523438
2020-12-30,46.837337493896484,126.25836944580078
2020-12-31,47.18148422241211,127.10688781738281
2021-01-04,45.3919563293457,123.65282440185547
2021-01-05,44.8929557800293,124.0213851928711
2021-01-06,43.464778900146484,122.50433349609375
2021-01-07,42.98298263549805,122.11006164550781
2021-01-08,43.94657516479492,123.5756607055664
2021-01-11,43.18947219848633,121.78435516357422
2021-01-12,43.11203384399414,121.21864318847656
2021-01-13,43.155052185058594,122.21289825439453
2021-01-14,42.35493087768555,121.50150299072266
2021-01-15,41.89894104003906,121.18440246582031
2021-01-19,41.735477447509766,121.75862884521484
2021-01-20,41.88174057006836,121.13294219970703
2021-01-21,42.114036560058594,119.65877532958984
2021-01-22,41.71826934814453,118.78450775146484
2021-01-25,41.967769622802734,120.14730072021484
2021-01-26,42.406551361083984,121.5357894897461
2021-01-27,41.752685546875,118.3131332397461
2021-01-28,42.286102294921875,119.29878234863281
2021-01-29,41.42575454711914,117.0531997680664
2021-02-01,41.70966339111328,117.40460205078125
2021-02-02,42.12263107299805,118.60453796386719
2021-02-03,41.959171295166016,118.29598236083984
2021-02-04,42.16565704345703,119.71876525878906
2021-02-05,42.71628189086914,120.81586456298828
2021-02-08,42.94856262207031,120.33583068847656
2021-02-09,42.75929260253906,119.65019226074219
2021-02-10,42.673255920410156,118.02172088623047
2021-02-11,43.2755012512207,115.68184661865234
2021-02-12,43.61103820800781,114.73905944824219
2021-02-16,43.249698638916016,115.1761474609375
2021-02-17,43.12924575805664,115.2447509765625
2021-02-18,43.67987060546875,116.02469635009766
2021-02-19,43.11203384399414,113.57339477539062
2021-02-22,43.559417724609375,113.1277084350586
2021-02-23,43.481990814208984,113.8048095703125
2021-02-24,43.62824249267578,113.21342468261719
2021-02-25,43.16365432739258,111.42211151123047
2021-02-26,42.14844512939453,110.72785949707031
2021-03-01,42.93136215209961,111.95349884033203
2021-03-02,43.10343551635742,112.33917999267578
2021-03-03,43.00019454956055,110.68498992919922
2021-03-04,42.96577072143555,111.30097961425781
2021-03-05,43.69707489013672,114.92951202392578
2021-03-08,44.42837142944336,114.15198516845703
2021-03-09,43.757293701171875,114.25564575195312
2021-03-10,44.25629425048828,115.4046859741211
2021-03-11,43.77450180053711,115.09366607666016
2021-03-12,43.687744140625,114.93814086914062
2021-03-15,44.26898193359375,114.92951202392578
2021-03-16,44.43381881713867,115.77619171142578
2021-03-17,44.45116424560547,115.43923950195312
2021-03-18,43.86991882324219,114.49755859375
2021-03-19,44.0781364440918,116.19952392578125
2021-03-22,44.24295425415039,119.0505142211914
2021-03-23,44.58129119873047,120.48463439941406
2021-03-24,44.694068908691406,119.92306518554688
2021-03-25,45.1278190612793,120.63151550292969
2021-03-26,46.012672424316406,123.28378295898438
2021-03-29,46.715362548828125,125.10671997070312
2021-03-30,46.108097076416016,123.14554595947266
2021-03-31,45.72639465332031,122.203857421875
2021-04-01,45.552894592285156,122.05699157714844
2021-04-05,45.81314468383789,123.68122100830078
2021-04-06,46.142799377441406,124.12179565429688
2021-04-07,46.22087860107422,123.89720153808594
2021-04-08,46.082069396972656,123.14554595947266
2021-04-09,46.134132385253906,123.1715087890625
2021-04-12,46.2816047668457,123.56025695800781
2021-04-13,46.05604934692383,123.5861587524414
2021-04-14,46.04738235473633,122.77409362792969
2021-04-15,46.26425552368164,122.94686126708984
2021-04-16,46.56789016723633,124.54512023925781
2021-04-19,46.84548568725586,125.05484008789062
2021-04-20,46.992958068847656,125.88424682617188
2021-04-21,47.37466812133789,126.9814682006836
2021-04-22,47.227176666259766,126.19525909423828
2021-04-23,47.25321578979492,125.9879379272461
2021-04-26,46.550533294677734,123.85400390625
2021-04-27,46.481143951416016,123.44795227050781
2021-04-28,46.489803314208984,122.53215789794922
2021-04-29,47.071041107177734,124.35507202148438
2021-04-30,46.828125,124.54512023925781
2021-05-03,47.26189041137695,125.95333862304688
2021-05-04,46.96693420410156,124.37238311767578
2021-05-05,46.84548568725586,124.3118667602539
2021-05-06,47.31393814086914,125.75465393066406
2021-05-07,47.28791046142578,125.75465393066406
2021-05-10,47.63491439819336,126.75685119628906
2021-05-11,47.12309265136719,125.83241271972656
2021-05-12,46.88018798828125,124.6056137084961
2021-05-13,47.28791046142578,126.45442962646484
2021-05-14,47.47877883911133,126.64449310302734
2021-05-17,47.40068817138672,126.28166198730469
2021-05-18,47.140438079833984,125.71142578125
2021-05-19,46.992958068847656,125.642333984375
2021-05-20,47.40937042236328,127.19741821289062
2021-05-21,47.383338928222656,127.08514404296875
2021-05-24,47.53948974609375,127.73306274414062
2021-05-25,47.53082275390625,128.12181091308594
2021-05-26,47.739009857177734,128.12181091308594
2021-05-27,48.1380729675293,126.57538604736328
2021-05-28,47.964569091796875,127.81085968017578
2021-06-01,47.95588684082031,127.54296875
2021-06-02,48.146751403808594,128.05270385742188
2021-06-03,48.2681999206543,128.50961303710938
2021-06-04,48.7887077331543,128.65753173828125
2021-06-07,48.615203857421875,128.5792236328125
2021-06-08,48.27687072753906,127.3782958984375
2021-06-09,48.12940216064453,127.1433334350586
2021-06-10,48.5024299621582,128.44869995117188
2021-06-11,48.71931076049805,128.5270233154297
2021-06-14,48.5532341003418,129.29283142089844
2021-06-15,48.43087387084961,129.30152893066406
2021-06-16,47.784080505371094,128.0135955810547
2021-06-17,48.02880859375,129.2493438720703
2021-06-18,46.997432708740234,126.55152893066406
2021-06-21,47.513126373291016,127.54361724853516
2021-06-22,47.68793487548828,127.73507690429688
2021-06-23,47.303348541259766,126.05551147460938
2021-06-24,47.53934097290039,126.76910400390625
2021-06-25,47.4781608581543,127.41310119628906
2021-06-28,47.42572021484375,127.96134185791016
2021-06-29,47.07609939575195,127.87434387207031
2021-06-30,47.29460525512695,128.94471740722656
2021-07-01,47.16350173950195,128.97084045410156
2021-07-02,47.35580062866211,129.58871459960938
2021-07-06,47.09358215332031,129.78018188476562
2021-07-07,47.4781608581543,130.3545379638672
2021-07-08,47.31209182739258,130.41546630859375
2021-07-09,47.600528717041016,130.08473205566406
2021-07-12,47.618011474609375,130.11085510253906
2021-07-13,48.089996337890625,133.11322021484375
2021-07-14,49.17380905151367,134.48822021484375
2021-07-15,49.331138610839844,135.10610961914062
2021-07-16,49.29617691040039,135.60215759277344
2021-07-19,48.71056365966797,135.58474731445312
2021-07-20,48.797977447509766,135.60215759277344
2021-07-21,49.427284240722656,135.09744262695312
2021-07-22,49.357364654541016,135.05386352539062
2021-07-23,49.82933807373047,136.78565979003906
2021-07-26,49.873050689697266,136.68992614746094
2021-07-27,50.0478515625,137.44703674316406
2021-07-28,49.593345642089844,136.18521118164062
2021-07-29,49.86430740356445,136.46368408203125
2021-07-30,49.8468132019043,136.5854949951172
2021-08-02,49.715728759765625,136.03729248046875
2021-08-03,49.750675201416016,136.3418426513672
2021-08-04,49.033958435058594,134.06178283691406
2021-08-05,49.38357925415039,134.28807067871094
2021-08-06,49.50594711303711,134.30548095703125
2021-08-09,49.51469421386719,134.32289123535156
2021-08-10,49.64580154418945,134.3925018310547
2021-08-11,49.58461380004883,134.92332458496094
2021-08-12,49.68075942993164,134.949462890625
2021-08-13,50.021636962890625,136.2113494873047
2021-08-16,50.240150451660156,137.54278564453125
2021-08-17,50.06532287597656,137.4122314453125
2021-08-18,49.38357925415039,136.00244140625
2021-08-19,49.698238372802734,138.2911834716797
2021-08-20,49.50594711303711,137.8038330078125
2021-08-23,49.331138610839844,137.3687286376953
2021-08-24,48.955299377441406,135.66305541992188
